,price,rooms,bathroom,lift,terrace,square_meters,real_state,neighborhood,square_meters_price
1988,1250,2,1,True,False,60,apartment,Ciutat Vella,20.833333333333332
1989,2200,2,2,True,False,90,apartment,Eixample,24.444444444444443
1990,950,1,1,True,False,50,flat,Sarria-Sant Gervasi,19.0
1991,1500,3,2,True,False,163,flat,Eixample,9.202453987730062
1992,1600,4,2,True,False,137,flat,Sarria-Sant Gervasi,11.678832116788321
1993,2100,4,4,True,True,141,flat,Les Corts,14.893617021276595
1994,750,0,1,True,True,28,study,Ciutat Vella,26.785714285714285
1995,675,1,1,False,False,34,apartment,Ciutat Vella,19.852941176470587
1996,1352,2,1,True,False,86,flat,Eixample,15.720930232558139
1997,977,5,2,True,False,97,flat,Sants-Montjuïc,10.072164948453608
1998,470,0,1,True,False,23,study,Sants-Montjuïc,20.434782608695652
1999,886,3,2,True,False,70,flat,Sants-Montjuïc,12.657142857142857
2000,550,1,1,False,False,26,flat,Horta- Guinardo,21.153846153846153
2001,830,1,1,True,True,55,flat,Eixample,15.090909090909092
2002,1539,4,3,True,False,151,flat,Eixample,10.19205298013245
2003,1700,4,3,True,False,174,flat,Eixample,9.770114942528735
2004,1200,3,2,True,False,106,flat,Eixample,11.320754716981131
2005,1395,4,2,True,False,160,flat,Eixample,8.71875
2006,890,2,2,True,False,82,flat,Gràcia,10.853658536585366
2007,1000,3,1,True,False,77,flat,Eixample,12.987012987012987
2008,850,3,1,True,False,70,flat,Sant Martí,12.142857142857142
2009,925,2,1,False,False,63,flat,Sarria-Sant Gervasi,14.682539682539682
2010,775,1,1,False,False,45,apartment,Ciutat Vella,17.22222222222222
2011,900,3,1,True,True,71,flat,Gràcia,12.67605633802817
2012,700,1,1,False,False,36,apartment,Eixample,19.444444444444443
2013,1133,3,1,True,False,90,flat,Eixample,12.588888888888889
2014,625,1,1,False,False,30,apartment,Ciutat Vella,20.833333333333332
2015,2000,4,4,False,False,125,flat,Ciutat Vella,16.0
2016,1116,3,2,True,True,80,flat,Sants-Montjuïc,13.95
2017,850,3,1,True,False,75,flat,Horta- Guinardo,11.333333333333334
2018,1050,2,1,False,False,55,apartment,Les Corts,19.09090909090909
2019,700,1,1,True,False,37,flat,Eixample,18.91891891891892
2020,795,2,1,True,False,56,apartment,Sants-Montjuïc,14.196428571428571
2021,1100,2,1,False,False,65,flat,Eixample,16.923076923076923
2022,1100,1,1,True,False,70,flat,Sarria-Sant Gervasi,15.714285714285714
2023,1050,2,2,True,False,62,flat,Ciutat Vella,16.93548387096774
2024,1050,2,1,True,False,55,flat,Les Corts,19.09090909090909
2025,2500,3,3,True,True,165,attic,Sarria-Sant Gervasi,15.151515151515152
2026,1290,3,2,True,False,70,flat,Ciutat Vella,18.428571428571427
2027,1150,3,1,True,False,90,flat,Eixample,12.777777777777779
2028,1175,4,2,True,False,90,flat,Eixample,13.055555555555555
2029,900,2,1,True,False,70,flat,Eixample,12.857142857142858
2030,1000,2,1,True,False,100,flat,Eixample,10.0
2031,4000,4,3,True,False,180,flat,Sarria-Sant Gervasi,22.22222222222222
2032,750,2,1,False,False,46,flat,Sant Martí,16.304347826086957
2033,900,4,1,True,False,80,flat,Eixample,11.25
2034,1200,3,2,True,True,72,flat,Gràcia,16.666666666666668
2035,900,2,1,True,False,68,flat,Eixample,13.235294117647058
2036,3500,5,4,True,True,200,flat,Sarria-Sant Gervasi,17.5
2037,2100,2,2,True,True,55,flat,Eixample,38.18181818181818
2038,995,1,1,True,True,56,flat,Sants-Montjuïc,17.767857142857142
2039,975,2,1,True,False,70,flat,Eixample,13.928571428571429
2040,700,2,1,False,False,55,flat,Nou Barris,12.727272727272727
2041,650,3,1,False,True,68,flat,Horta- Guinardo,9.558823529411764
2042,990,2,1,True,False,72,flat,Gràcia,13.75
2043,839,3,1,True,False,69,flat,Sant Martí,12.159420289855072
2044,800,2,1,False,False,62,flat,Sants-Montjuïc,12.903225806451612
2045,1000,4,3,True,False,100,flat,Eixample,10.0
2046,780,1,1,True,True,50,flat,Gràcia,15.6
2047,2300,4,3,True,False,150,flat,Sarria-Sant Gervasi,15.333333333333334
2048,1850,2,2,True,False,90,flat,Eixample,20.555555555555557
2049,1800,1,1,True,False,65,apartment,Eixample,27.692307692307693
2050,1400,1,1,True,False,60,flat,Gràcia,23.333333333333332
2051,1150,3,2,True,False,100,,Les Corts,11.5
2052,895,2,1,True,False,87,flat,Sarria-Sant Gervasi,10.28735632183908
2053,1300,3,2,True,True,110,flat,Eixample,11.818181818181818
2054,650,1,1,False,True,36,flat,Ciutat Vella,18.055555555555557
2055,700,0,1,True,False,35,,Ciutat Vella,20.0
2056,950,3,2,True,False,75,flat,Ciutat Vella,12.666666666666666
2057,950,4,2,True,False,85,flat,Eixample,11.176470588235293
2058,1090,4,1,True,False,80,flat,Eixample,13.625
2059,1190,2,1,True,True,57,flat,Les Corts,20.87719298245614
2060,895,1,2,False,False,42,flat,Ciutat Vella,21.30952380952381
2061,1095,2,1,True,False,62,flat,Eixample,17.661290322580644
2062,1595,3,2,True,False,85,flat,Eixample,18.764705882352942
2063,995,1,1,True,False,51,flat,Eixample,19.50980392156863
2064,1795,3,2,True,False,115,flat,Sant Martí,15.608695652173912
2065,1350,3,2,True,False,85,flat,Sarria-Sant Gervasi,15.882352941176471
2066,890,2,1,False,False,60,flat,Sants-Montjuïc,14.833333333333334
2067,1130,4,2,True,False,105,flat,Eixample,10.761904761904763
2068,900,3,1,True,True,75,flat,Sants-Montjuïc,12.0
2069,700,2,1,False,False,62,flat,Nou Barris,11.290322580645162
2070,550,0,1,False,False,30,study,Horta- Guinardo,18.333333333333332
2071,2650,4,3,True,True,78,attic,Eixample,33.97435897435897
2072,1200,3,1,True,True,74,flat,Eixample,16.216216216216218
2073,1895,3,2,True,False,80,flat,Eixample,23.6875
2074,750,1,1,True,False,50,flat,Sarria-Sant Gervasi,15.0
2075,980,2,1,True,True,69,apartment,Sant Martí,14.202898550724637
2076,13272,5,2,False,False,140,apartment,Eixample,94.8
2077,2200,2,1,False,False,60,apartment,Sarria-Sant Gervasi,36.666666666666664
2078,1333,1,1,False,False,50,apartment,Eixample,26.66
2079,1797,1,1,False,False,50,apartment,Eixample,35.94
2080,1467,1,1,False,False,55,apartment,Eixample,26.672727272727272
2081,2600,1,1,False,False,45,apartment,Eixample,57.77777777777778
2082,3450,1,1,False,False,60,apartment,Eixample,57.5
2083,2117,2,1,False,False,45,apartment,Les Corts,47.044444444444444
2084,1333,1,1,False,False,50,apartment,Eixample,26.66
2085,2250,3,2,False,False,100,apartment,Ciutat Vella,22.5
2086,2255,2,2,False,False,55,apartment,Sarria-Sant Gervasi,41.0
2087,2255,2,2,False,False,55,apartment,Sarria-Sant Gervasi,41.0
2088,2806,2,2,False,False,69,apartment,Eixample,40.666666666666664
2089,1200,1,1,False,False,36,apartment,Ciutat Vella,33.333333333333336
2090,1100,2,1,True,True,85,flat,Les Corts,12.941176470588236
2091,1000,3,2,True,False,85,flat,Sarria-Sant Gervasi,11.764705882352942
2092,1750,4,2,True,False,120,flat,Sarria-Sant Gervasi,14.583333333333334
2093,900,2,1,True,False,69,flat,Eixample,13.043478260869565
2094,950,3,1,True,False,75,flat,Eixample,12.666666666666666
2095,750,1,1,True,False,50,flat,Ciutat Vella,15.0
2096,450,0,1,False,False,25,attic,Gràcia,18.0
2097,750,2,1,True,False,70,flat,Sant Martí,10.714285714285714
2098,1100,2,2,True,True,76,flat,Sant Martí,14.473684210526315
2099,1400,4,2,True,True,110,flat,Sant Martí,12.727272727272727
2100,950,2,1,True,True,50,flat,Gràcia,19.0
2101,1145,3,2,True,False,81,flat,Eixample,14.135802469135802
2102,894,3,1,True,False,73,flat,Sants-Montjuïc,12.246575342465754
2103,840,2,1,True,False,42,flat,Sarria-Sant Gervasi,20.0
2104,1290,2,1,False,False,60,flat,Sants-Montjuïc,21.5
2105,1290,2,1,False,False,60,flat,Sants-Montjuïc,21.5
2106,665,0,1,True,False,36,,Gràcia,18.47222222222222
2107,1250,2,1,False,False,70,flat,Sarria-Sant Gervasi,17.857142857142858
2108,4900,5,5,True,False,277,flat,Les Corts,17.689530685920577
2109,1290,2,1,False,False,60,flat,Sants-Montjuïc,21.5
2110,780,2,1,False,True,52,flat,Sants-Montjuïc,15.0
2111,780,1,1,False,False,40,flat,Ciutat Vella,19.5
2112,1217,1,1,True,True,63,flat,Eixample,19.317460317460316
2113,950,1,1,True,False,50,apartment,Sarria-Sant Gervasi,19.0
2114,900,2,1,True,False,60,flat,Sarria-Sant Gervasi,15.0
2115,1100,2,1,True,True,85,flat,Gràcia,12.941176470588236
2116,1150,2,2,True,True,65,flat,Sant Martí,17.692307692307693
2117,900,2,1,True,False,60,flat,Sarria-Sant Gervasi,15.0
2118,950,1,1,True,False,55,flat,Sarria-Sant Gervasi,17.272727272727273
2119,2300,3,3,True,True,170,flat,Sarria-Sant Gervasi,13.529411764705882
2120,850,3,1,True,False,70,flat,Sants-Montjuïc,12.142857142857142
2121,900,2,1,True,False,60,flat,Sarria-Sant Gervasi,15.0
2122,1350,2,1,False,False,80,flat,Gràcia,16.875
2123,900,4,1,True,False,80,flat,Sants-Montjuïc,11.25
2124,750,0,1,True,False,28,attic,Ciutat Vella,26.785714285714285
2125,1174,3,1,False,False,63,flat,Ciutat Vella,18.634920634920636
2126,850,1,1,True,False,48,flat,Sant Andreu,17.708333333333332
2127,1000,2,2,False,False,83,flat,Ciutat Vella,12.048192771084338
2128,750,3,1,True,False,70,flat,Sant Martí,10.714285714285714
2129,900,0,1,True,False,45,study,Eixample,20.0
2130,925,1,1,True,False,45,flat,Eixample,20.555555555555557
2131,1200,3,2,True,False,107,flat,Sant Martí,11.214953271028037
2132,660,1,1,True,False,37,attic,Ciutat Vella,17.83783783783784
2133,1150,2,2,True,False,90,flat,Sarria-Sant Gervasi,12.777777777777779
2134,950,2,1,True,True,74,flat,Sarria-Sant Gervasi,12.837837837837839
2135,750,2,1,False,False,48,flat,Ciutat Vella,15.625
2136,800,3,1,False,False,50,flat,Sants-Montjuïc,16.0
2137,1400,3,2,True,True,90,flat,Sarria-Sant Gervasi,15.555555555555555
2138,2100,4,1,True,True,135,flat,Sarria-Sant Gervasi,15.555555555555555
2139,850,3,1,True,False,66,flat,Sant Martí,12.878787878787879
2140,750,1,1,True,False,63,,Sarria-Sant Gervasi,11.904761904761905
2141,744,2,1,False,False,60,flat,Sants-Montjuïc,12.4
2142,2637,5,3,True,True,216,flat,Sarria-Sant Gervasi,12.208333333333334
2143,900,1,1,True,False,46,flat,Eixample,19.565217391304348
2144,1190,3,1,False,False,90,flat,Ciutat Vella,13.222222222222221
2145,900,3,1,True,False,63,flat,Ciutat Vella,14.285714285714286
2146,850,1,1,True,False,50,flat,Gràcia,17.0
2147,2300,2,2,True,False,150,flat,Eixample,15.333333333333334
2148,950,3,2,True,True,91,flat,Eixample,10.43956043956044
2149,940,2,1,True,False,63,flat,Les Corts,14.920634920634921
2150,950,2,1,False,False,65,flat,Sarria-Sant Gervasi,14.615384615384615
2151,600,0,1,True,False,41,flat,Ciutat Vella,14.634146341463415
2152,1300,2,2,True,False,90,flat,Eixample,14.444444444444445
2153,1650,3,2,True,False,100,flat,Sant Martí,16.5
2154,800,1,1,False,False,60,,Gràcia,13.333333333333334
2155,1600,2,1,False,False,91,flat,Ciutat Vella,17.582417582417584
2156,1000,4,2,True,False,90,flat,Eixample,11.11111111111111
2157,775,1,1,True,False,50,flat,Ciutat Vella,15.5
2158,875,2,1,True,False,51,flat,Les Corts,17.15686274509804
2159,1090,3,2,True,False,90,flat,Eixample,12.11111111111111
2160,2300,3,2,True,False,85,,Sarria-Sant Gervasi,27.058823529411764
2161,1012,2,2,True,False,80,,Sant Andreu,12.65
2162,724,1,1,False,False,35,flat,Sant Martí,20.685714285714287
2163,1700,2,1,True,False,85,,Sarria-Sant Gervasi,20.0
2164,724,1,1,False,False,35,flat,Sant Martí,20.685714285714287
2165,2500,3,2,True,False,140,,Sarria-Sant Gervasi,17.857142857142858
2166,775,2,1,False,False,100,flat,Horta- Guinardo,7.75
2167,995,2,1,True,True,68,flat,Sant Andreu,14.632352941176471
2168,1975,3,2,True,True,144,flat,Eixample,13.715277777777779
2169,1250,3,2,True,False,120,flat,Ciutat Vella,10.416666666666666
2170,1200,1,1,False,False,50,flat,Eixample,24.0
2171,685,2,1,True,False,46,flat,Horta- Guinardo,14.891304347826088
2172,1170,3,1,False,True,80,flat,Les Corts,14.625
2173,850,3,2,True,True,90,flat,Sant Martí,9.444444444444445
2174,1300,4,1,False,False,77,flat,Eixample,16.883116883116884
2175,750,1,1,True,True,42,flat,Sarria-Sant Gervasi,17.857142857142858
2176,950,3,1,True,False,100,flat,Sants-Montjuïc,9.5
2177,1000,3,1,False,False,100,flat,Sant Andreu,10.0
2178,1050,3,2,True,False,88,flat,Gràcia,11.931818181818182
2179,950,2,1,True,False,70,flat,Gràcia,13.571428571428571
2180,1100,2,1,True,False,65,flat,Eixample,16.923076923076923
2181,800,3,1,False,False,70,flat,Gràcia,11.428571428571429
2182,899,3,1,True,False,69,flat,Eixample,13.028985507246377
2183,950,1,1,True,False,62,flat,Sarria-Sant Gervasi,15.32258064516129
2184,1300,4,1,True,False,107,flat,Les Corts,12.149532710280374
2185,1000,4,1,True,False,90,flat,Les Corts,11.11111111111111
2186,725,1,1,True,False,70,flat,Ciutat Vella,10.357142857142858
2187,725,1,1,True,False,70,flat,Ciutat Vella,10.357142857142858
2188,1600,0,1,True,True,60,study,Eixample,26.666666666666668
2189,1100,4,2,True,False,117,flat,Eixample,9.401709401709402
2190,750,2,1,False,True,55,flat,Horta- Guinardo,13.636363636363637
2191,2200,2,1,True,False,65,flat,Sarria-Sant Gervasi,33.84615384615385
2192,1000,1,1,False,False,60,flat,Horta- Guinardo,16.666666666666668
2193,950,2,1,False,False,57,flat,Ciutat Vella,16.666666666666668
2194,2400,3,3,True,False,140,,Sarria-Sant Gervasi,17.142857142857142
2195,2300,5,3,True,False,160,flat,Sarria-Sant Gervasi,14.375
2196,700,2,1,True,False,57,flat,Sants-Montjuïc,12.280701754385966
2197,1100,2,2,True,False,96,flat,Sarria-Sant Gervasi,11.458333333333334
2198,850,2,1,False,False,60,flat,Eixample,14.166666666666666
2199,850,3,1,False,False,65,flat,Ciutat Vella,13.076923076923077
2200,650,1,1,True,False,35,flat,Ciutat Vella,18.571428571428573
2201,1250,2,1,True,False,55,flat,Sarria-Sant Gervasi,22.727272727272727
2202,1000,2,2,False,False,79,flat,Ciutat Vella,12.658227848101266
2203,830,2,1,True,False,55,flat,Gràcia,15.090909090909092
2204,590,1,1,False,False,30,flat,Ciutat Vella,19.666666666666668
2205,890,4,1,True,False,78,flat,Horta- Guinardo,11.41025641025641
2206,1300,4,2,True,True,124,flat,Eixample,10.483870967741936
2207,750,3,1,True,False,70,flat,Les Corts,10.714285714285714
2208,750,2,1,True,False,50,flat,Sant Martí,15.0
2209,1073,2,1,True,True,70,flat,Sant Andreu,15.32857142857143
2210,650,2,1,True,False,50,flat,Eixample,13.0
2211,800,1,1,False,False,45,flat,Les Corts,17.77777777777778
2212,3500,4,3,True,True,230,attic,Sarria-Sant Gervasi,15.217391304347826
2213,1500,2,2,True,False,95,flat,Sarria-Sant Gervasi,15.789473684210526
2214,880,3,1,False,False,60,flat,Les Corts,14.666666666666666
2215,1100,4,2,True,True,86,flat,Eixample,12.790697674418604
2216,750,3,1,False,False,60,flat,Horta- Guinardo,12.5
2217,1472,3,1,False,True,150,,Sant Andreu,9.813333333333333
2218,1220,3,1,True,False,77,flat,Sarria-Sant Gervasi,15.844155844155845
2219,975,3,1,True,False,75,flat,Eixample,13.0
2220,714,1,1,False,False,42,flat,Eixample,17.0
2221,780,1,1,True,False,45,,Horta- Guinardo,17.333333333333332
2222,850,2,1,False,False,82,flat,Ciutat Vella,10.365853658536585
2223,1250,4,2,True,False,135,flat,Ciutat Vella,9.25925925925926
2224,780,2,1,False,False,60,flat,Sants-Montjuïc,13.0
2225,800,2,1,False,False,70,flat,Ciutat Vella,11.428571428571429
2226,790,3,1,True,False,75,flat,Sant Martí,10.533333333333333
2227,1200,2,1,False,False,75,flat,Sarria-Sant Gervasi,16.0
2228,1150,4,2,True,False,88,flat,Gràcia,13.068181818181818
2229,1200,4,1,True,False,100,flat,Gràcia,12.0
2230,1850,4,2,True,False,139,flat,Ciutat Vella,13.309352517985612
2231,1169,3,2,False,False,83,flat,Gràcia,14.08433734939759
2232,757,3,1,False,False,77,flat,Sant Martí,9.831168831168831
2233,1000,2,1,False,False,63,flat,Gràcia,15.873015873015873
2234,825,2,1,True,False,70,flat,Sant Andreu,11.785714285714286
2235,1200,3,1,True,True,75,flat,Eixample,16.0
2236,650,2,1,False,False,63,flat,Sant Martí,10.317460317460318
2237,980,3,2,True,True,74,flat,Sarria-Sant Gervasi,13.243243243243244
2238,1624,5,2,False,False,129,flat,Sarria-Sant Gervasi,12.589147286821705
2239,2700,3,3,True,False,157,flat,Sarria-Sant Gervasi,17.197452229299362
2240,900,2,1,True,False,69,flat,Eixample,13.043478260869565
2241,875,2,1,False,False,45,flat,Ciutat Vella,19.444444444444443
2242,1900,4,2,True,False,166,flat,Eixample,11.44578313253012
2243,1650,4,2,False,True,121,flat,Ciutat Vella,13.636363636363637
2244,1400,3,2,True,False,82,flat,Eixample,17.073170731707318
2245,1050,3,2,True,True,109,flat,Sants-Montjuïc,9.63302752293578
2246,1980,2,1,False,False,180,flat,Les Corts,11.0
2247,1140,3,2,True,True,84,flat,Sants-Montjuïc,13.571428571428571
2248,725,3,1,True,False,54,flat,Sant Martí,13.425925925925926
2249,945,3,1,True,True,72,flat,Sants-Montjuïc,13.125
2250,1152,2,2,True,False,65,flat,Ciutat Vella,17.723076923076924
2251,750,3,1,True,False,70,flat,Sant Martí,10.714285714285714
2252,875,3,1,True,False,69,flat,Sarria-Sant Gervasi,12.681159420289855
2253,1000,3,1,False,False,75,flat,Gràcia,13.333333333333334
2254,779,2,1,False,False,47,flat,Sant Martí,16.574468085106382
2255,980,4,2,True,False,83,flat,Eixample,11.80722891566265
2256,1100,4,1,True,False,75,flat,Sarria-Sant Gervasi,14.666666666666666
2257,850,3,1,True,False,63,flat,Sant Martí,13.492063492063492
2258,1600,2,1,True,False,70,flat,Ciutat Vella,22.857142857142858
2259,1100,2,2,True,False,87,flat,Eixample,12.64367816091954
2260,1500,4,2,True,False,115,flat,Les Corts,13.043478260869565
2261,800,1,1,False,False,44,flat,Sarria-Sant Gervasi,18.181818181818183
2262,1400,1,1,True,False,91,,Ciutat Vella,15.384615384615385
2263,1600,3,2,True,False,176,flat,Ciutat Vella,9.090909090909092
2264,2550,5,3,True,False,250,flat,Eixample,10.2
2265,1600,2,1,True,True,70,flat,Eixample,22.857142857142858
2266,2500,4,2,True,False,146,flat,Sarria-Sant Gervasi,17.123287671232877
2267,2450,3,2,True,True,140,flat,Les Corts,17.5
2268,2200,2,2,True,True,86,flat,Ciutat Vella,25.58139534883721
2269,1350,2,1,True,True,75,attic,Eixample,18.0
2270,1750,1,1,False,False,112,flat,Ciutat Vella,15.625
2271,1200,2,1,True,True,61,flat,Ciutat Vella,19.672131147540984
2272,2200,3,3,True,False,160,flat,Eixample,13.75
2273,1150,3,2,True,True,95,flat,Eixample,12.105263157894736
2274,1950,2,1,False,True,100,flat,Sarria-Sant Gervasi,19.5
2275,1000,2,1,True,False,51,flat,Sants-Montjuïc,19.607843137254903
2276,1200,2,1,False,True,65,flat,Gràcia,18.46153846153846
2277,1350,2,1,True,False,50,flat,Sarria-Sant Gervasi,27.0
2278,2500,3,3,True,True,161,flat,Les Corts,15.527950310559007
2279,1350,2,1,True,False,50,flat,Sarria-Sant Gervasi,27.0
2280,2500,3,3,True,True,161,flat,Les Corts,15.527950310559007
2281,1990,4,2,True,False,141,flat,Ciutat Vella,14.113475177304965
2282,1300,3,2,True,False,95,flat,Eixample,13.68421052631579
2283,4500,4,3,False,False,215,flat,Eixample,20.930232558139537
2284,1425,3,2,False,False,86,flat,Eixample,16.569767441860463
2285,1875,2,2,True,True,80,,Sant Martí,23.4375
2286,6900,5,5,True,True,240,flat,Eixample,28.75
2287,1100,3,1,True,True,70,flat,Sarria-Sant Gervasi,15.714285714285714
2288,1500,2,2,True,False,80,flat,Sarria-Sant Gervasi,18.75
2289,975,1,1,True,False,55,flat,Sant Martí,17.727272727272727
2290,1500,3,1,True,False,50,flat,Eixample,30.0
2291,1400,4,1,True,True,75,flat,Sant Martí,18.666666666666668
2292,850,2,1,False,False,60,flat,Eixample,14.166666666666666
2293,1700,2,2,True,False,117,flat,Eixample,14.52991452991453
2294,1200,3,2,True,False,85,flat,Gràcia,14.117647058823529
2295,1292,2,2,True,False,105,,Ciutat Vella,12.304761904761905
2296,1080,2,1,True,False,74,flat,Eixample,14.594594594594595
2297,1400,1,1,True,False,80,flat,Eixample,17.5
2298,1350,2,1,True,False,82,flat,Gràcia,16.463414634146343
2299,1200,3,2,True,False,84,flat,Eixample,14.285714285714286
2300,3900,5,5,True,False,190,flat,Eixample,20.526315789473685
2301,1600,3,2,True,False,100,flat,Eixample,16.0
2302,2185,3,2,True,True,98,flat,Sant Martí,22.29591836734694
2303,5500,4,3,True,True,250,attic,Les Corts,22.0
2304,1250,1,2,True,False,125,flat,Gràcia,10.0
2305,1700,4,2,True,False,156,flat,Sarria-Sant Gervasi,10.897435897435898
2306,1200,2,1,True,True,80,flat,Eixample,15.0
2307,3800,4,2,True,True,200,flat,Gràcia,19.0
2308,3800,4,2,True,True,200,flat,Gràcia,19.0
2309,1150,3,2,True,False,80,flat,Gràcia,14.375
2310,2300,3,2,True,False,105,flat,Eixample,21.904761904761905
2311,950,3,1,True,False,72,flat,Eixample,13.194444444444445
2312,2000,3,2,True,False,105,flat,Eixample,19.047619047619047
2313,1150,3,1,True,False,79,flat,Eixample,14.556962025316455
2314,950,1,1,False,False,37,,Ciutat Vella,25.675675675675677
2315,1050,2,1,True,False,79,flat,Les Corts,13.291139240506329
2316,2600,5,5,True,False,272,attic,Les Corts,9.558823529411764
2317,1650,3,2,True,False,140,flat,Eixample,11.785714285714286
2318,1200,3,2,True,False,87,flat,Eixample,13.793103448275861
2319,2900,3,3,True,True,132,,Eixample,21.96969696969697
2320,1761,4,2,True,False,131,flat,Ciutat Vella,13.442748091603054
2321,990,2,2,True,False,73,flat,Gràcia,13.561643835616438
2322,1600,4,3,True,False,131,flat,Eixample,12.213740458015268
2323,2200,4,2,True,False,185,flat,Eixample,11.891891891891891
2324,1350,1,1,False,False,40,,Ciutat Vella,33.75
2325,1700,3,2,True,False,133,flat,Eixample,12.781954887218046
2326,1020,2,1,True,False,60,flat,Eixample,17.0
2327,3100,5,3,True,True,183,flat,Sarria-Sant Gervasi,16.939890710382514
2328,1500,1,1,False,False,90,,Gràcia,16.666666666666668
2329,1450,2,2,True,True,89,flat,Les Corts,16.292134831460675
2330,1000,1,1,True,False,45,flat,Ciutat Vella,22.22222222222222
2331,1000,1,1,True,False,45,flat,Ciutat Vella,22.22222222222222
2332,2000,3,2,True,False,105,flat,Eixample,19.047619047619047
2333,850,2,1,True,False,66,flat,Sarria-Sant Gervasi,12.878787878787879
2334,900,1,1,True,False,45,flat,Ciutat Vella,20.0
2335,1400,3,2,True,False,65,flat,Horta- Guinardo,21.53846153846154
2336,1600,2,2,True,False,70,flat,Eixample,22.857142857142858
2337,1850,1,1,True,False,62,flat,Eixample,29.838709677419356
2338,1200,2,2,True,False,80,flat,Sant Martí,15.0
2339,1000,2,1,False,False,61,flat,Gràcia,16.39344262295082
2340,1750,2,2,False,True,110,flat,Eixample,15.909090909090908
2341,1450,2,2,True,True,90,flat,Les Corts,16.11111111111111
2342,850,2,1,False,False,55,flat,Ciutat Vella,15.454545454545455
2343,2700,5,2,True,True,160,flat,Les Corts,16.875
2344,1960,1,1,True,True,50,attic,Gràcia,39.2
2345,895,1,1,True,True,32,attic,Gràcia,27.96875
2346,1250,3,1,True,False,80,flat,Eixample,15.625
2347,1300,4,2,True,False,112,flat,Eixample,11.607142857142858
2348,980,1,1,True,False,55,flat,Sarria-Sant Gervasi,17.818181818181817
2349,762,3,1,True,False,60,flat,Sant Andreu,12.7
2350,2300,3,2,True,False,110,apartment,Eixample,20.90909090909091
2351,1750,2,2,True,False,116,attic,Gràcia,15.086206896551724
2352,1600,3,2,True,False,88,flat,Sant Martí,18.181818181818183
2353,990,2,1,True,True,72,flat,Eixample,13.75
2354,700,1,1,False,False,45,study,Sarria-Sant Gervasi,15.555555555555555
2355,1200,1,1,False,False,60,flat,Ciutat Vella,20.0
2356,1000,2,1,False,False,64,flat,Sarria-Sant Gervasi,15.625
2357,1300,3,2,True,False,114,flat,Sarria-Sant Gervasi,11.403508771929825
2358,575,1,1,False,False,33,flat,Sants-Montjuïc,17.424242424242426
2359,930,1,1,False,True,57,flat,Horta- Guinardo,16.31578947368421
2360,1700,3,3,True,True,120,flat,Les Corts,14.166666666666666
2361,1100,3,2,True,True,95,attic,Eixample,11.578947368421053
2362,1200,1,1,False,False,42,flat,Ciutat Vella,28.571428571428573
2363,850,3,1,True,False,61,flat,Horta- Guinardo,13.934426229508198
2364,1100,3,1,True,False,85,flat,Eixample,12.941176470588236
2365,990,2,1,True,False,42,flat,Eixample,23.571428571428573
2366,715,1,1,True,False,40,flat,Ciutat Vella,17.875
2367,750,1,1,False,False,47,flat,Ciutat Vella,15.957446808510639
2368,650,1,1,False,False,38,,Eixample,17.105263157894736
2369,790,3,1,True,False,70,flat,Nou Barris,11.285714285714286
2370,1060,2,1,True,False,50,flat,Eixample,21.2
2371,1225,3,2,True,False,100,flat,Eixample,12.25
2372,1090,2,1,True,False,74,flat,Sarria-Sant Gervasi,14.72972972972973
2373,1100,3,2,False,True,90,flat,Ciutat Vella,12.222222222222221
2374,1800,4,2,True,False,150,flat,Sarria-Sant Gervasi,12.0
2375,750,1,1,False,False,36,flat,Ciutat Vella,20.833333333333332
2376,1095,2,2,True,False,68,flat,Gràcia,16.102941176470587
2377,1650,3,2,True,False,90,flat,Eixample,18.333333333333332
2378,995,1,1,True,False,51,flat,Eixample,19.50980392156863
2379,750,2,1,True,False,50,flat,Sants-Montjuïc,15.0
2380,1095,1,1,True,False,51,flat,Eixample,21.470588235294116
2381,700,0,1,True,False,39,study,Sarria-Sant Gervasi,17.94871794871795
2382,799,2,1,True,False,67,flat,Sant Martí,11.925373134328359
2383,1420,2,2,True,False,70,flat,Eixample,20.285714285714285
2384,860,2,1,True,False,65,flat,Sarria-Sant Gervasi,13.23076923076923
2385,2580,3,2,True,False,140,apartment,Eixample,18.428571428571427
2386,1350,2,2,True,False,69,apartment,Ciutat Vella,19.565217391304348
2387,1840,3,1,False,False,63,apartment,Gràcia,29.206349206349206
2388,1250,3,1,False,False,70,apartment,Sants-Montjuïc,17.857142857142858
2389,1475,1,1,False,False,41,apartment,Ciutat Vella,35.97560975609756
2390,1475,1,1,False,False,41,apartment,Ciutat Vella,35.97560975609756
2391,1452,1,1,False,False,45,apartment,Ciutat Vella,32.266666666666666
2392,1785,1,1,False,False,50,apartment,Sant Martí,35.7
2393,1736,1,1,False,False,47,apartment,Sant Martí,36.93617021276596
2394,1050,1,1,True,False,75,flat,Eixample,14.0
2395,1150,3,2,True,False,107,flat,Eixample,10.74766355140187
2396,890,1,1,False,False,56,apartment,Gràcia,15.892857142857142
2397,1150,4,2,True,False,80,flat,Les Corts,14.375
2398,950,3,2,True,True,82,flat,Eixample,11.585365853658537
2399,3500,3,2,True,True,135,apartment,Ciutat Vella,25.925925925925927
2400,2300,1,1,True,True,81,apartment,Eixample,28.395061728395063
2401,900,2,1,True,False,70,flat,Eixample,12.857142857142858
